#x Curve1
0.423272 1.34376
0.426644 1.33654
0.430017 1.32451
0.431703 1.30766
0.435076 1.29322
0.440135 1.27637
0.443508 1.25711
0.44688 1.23786
0.450253 1.22582
0.453626 1.20175
0.456998 1.1849
0.462057 1.15602
0.463744 1.14398
0.467116 1.12954
0.470489 1.11028
0.472175 1.09344
0.475548 1.0814
0.478921 1.06455
0.482293 1.0477
0.485666 1.03085
0.490725 1.00678
0.494098 0.994748
0.49747 0.977899
0.50253 0.963457
0.507589 0.944201
0.512648 0.93698
0.51602 0.927352
0.521079 0.924945
0.524452 0.920131
0.529511 0.922538
0.53457 0.924945
0.539629 0.932166
0.543002 0.944201
0.549747 0.968271
0.55312 0.982713
0.554806 0.999562
0.559865 1.01882
0.564924 1.04048
0.56661 1.06455
0.568297 1.0814
0.571669 1.09584
0.575042 1.11028
0.575042 1.11028
0.578415 1.14639
0.580101 1.16565
0.581788 1.18009
0.583474 1.19694
0.58516 1.21619
0.586847 1.23304
0.588533 1.24508
0.591906 1.27155
0.593592 1.29081
0.596965 1.31729
0.598651 1.33654
0.600337 1.34858
0.60371 1.38709
0.605396 1.37746
0.605396 1.37746
0.607083 1.41597
0.610455 1.43282
0.612142 1.45449
0.613828 1.46893
0.615514 1.48818
0.617201 1.50022
0.620573 1.51466
0.62226 1.53392
0.625632 1.57724
0.627319 1.59168
0.630691 1.60613
0.634064 1.64223
0.63575 1.66149
0.637437 1.67834
0.640809 1.69519
0.642496 1.71204
0.644182 1.72888
0.649241 1.77462
0.650927 1.7674
0.652614 1.79147
0.6543 1.80591
0.657673 1.82757
0.659359 1.84442
0.661046 1.85886
0.664418 1.87571
0.666105 1.89497
0.669477 1.92385
0.67285 1.93829
0.676223 1.96236
0.677909 1.9744
0.679595 1.98643
0.682968 2.00088
0.684654 2.01532
0.686341 2.02976
0.688027 2.0442
0.6914 2.05383
0.693086 2.0779
0.696459 2.08993
0.698145 2.10919
0.699831 2.12363
0.703204 2.13807
0.70489 2.15733
0.708263 2.16696
0.711636 2.18381
0.715008 2.20788
0.716695 2.21991
0.720067 2.23195
0.72344 2.24639
0.725126 2.26324
0.728499 2.27527
0.731872 2.29212
0.733558 2.31138
0.736931 2.32101
0.740304 2.33304
0.743676 2.34989
0.747049 2.36433
0.752108 2.38359
0.757167 2.40525
0.758853 2.41729
0.762226 2.42691
0.765599 2.43895
0.77403 2.45821
0.777403 2.47746
0.782462 2.4919
0.785835 2.50875
0.79258 2.51838
0.799325 2.53764
0.804384 2.55449
0.809444 2.56171
0.816189 2.57374
0.822934 2.58578
0.831366 2.59781
0.838111 2.60503
0.844857 2.61466
0.851602 2.61947
0.860034 2.6291
0.871838 2.63632
0.881956 2.63873
0.888702 2.64114
0.902192 2.63873
0.91231 2.63873
0.922428 2.6267
0.929174 2.61947
0.940978 2.60744
0.951096 2.59781
0.957841 2.58818
0.966273 2.57856
0.979764 2.55689
0.989882 2.53764
0.996627 2.53042
1.00169 2.51838
1.00843 2.50635
1.01349 2.49912
1.02024 2.48709
1.0253 2.47505
1.03541 2.4558
1.04384 2.43895
1.0489 2.4221
1.05396 2.41488
1.05902 2.40284
1.06577 2.3884
1.07083 2.37396
1.07757 2.36433
1.08263 2.34748
1.08769 2.33304
1.09444 2.3186
1.09949 2.30656
1.10287 2.29934
1.10793 2.2849
1.11467 2.27046
1.11973 2.26083
1.1231 2.24639
1.12985 2.23195
1.13322 2.22232
1.13659 2.21028
1.13997 2.20066
1.14671 2.18621
1.15177 2.17418
1.15852 2.15733
1.16358 2.1453
1.16863 2.13085
1.17369 2.11641
1.17875 2.10678
1.1855 2.09475
1.19056 2.0779
1.19562 2.06346
1.19899 2.05624
1.20236 2.04902
1.20742 2.03698
1.21248 2.02735
1.21754 2.0105
1.2226 1.99847
1.22597 1.98884
1.22934 1.98162
1.2344 1.96718
1.23777 1.95514
1.24452 1.94551
1.24789 1.93348
1.25295 1.92144
1.25801 1.91182
1.26138 1.90219
1.26644 1.89497
1.26981 1.88053
1.27656 1.86849
1.27993 1.85405
1.28499 1.84442
1.29005 1.82998
1.29511 1.82035
1.30185 1.8035
1.30691 1.79387
1.31197 1.78184
1.31703 1.7698
1.32209 1.75777
1.32546 1.74814
1.33052 1.73851
1.33727 1.72407
1.34064 1.71444
1.34401 1.70963
1.35076 1.69759
1.35582 1.68074
1.35919 1.67593
1.36256 1.66871
1.36762 1.65427
1.37437 1.64223
1.38111 1.6302
1.38617 1.61575
1.39123 1.60613
1.39629 1.59409
1.40135 1.58206
1.40809 1.57002
1.41484 1.55558
1.42159 1.54354
1.42664 1.53151
1.4317 1.5267
1.43845 1.51225
1.44182 1.49781
1.44688 1.48818
1.45194 1.48337
1.45868 1.47133
1.46206 1.4593
1.46712 1.45208
1.47218 1.44245
1.47723 1.43282
1.48398 1.42079
1.48904 1.41357
1.49241 1.40394
1.49916 1.39431
1.50422 1.38468
1.50927 1.37505
1.51433 1.36783
1.51771 1.35821
1.52277 1.34858
1.52782 1.33895
1.53457 1.32932
1.54132 1.31729
1.54637 1.31007
1.55143 1.30044
1.55987 1.286
1.56661 1.27396
1.57336 1.25711
1.57504 1.26433
1.5801 1.2523
1.58685 1.24267
1.59191 1.23063
1.59696 1.22341
1.60202 1.21619
1.60877 1.20416
1.61551 1.19453
1.62395 1.1849
1.63238 1.17046
1.63744 1.16324
1.64418 1.15361
1.64924 1.14639
1.65599 1.13676
1.66105 1.13195
1.66779 1.12232
1.67116 1.11269
1.67622 1.10788
1.68297 1.10066
1.68803 1.09344
1.69309 1.08381
1.69983 1.07899
1.7032 1.07177
1.70826 1.06455
1.71332 1.05733
1.72007 1.05011
1.72681 1.04048
1.73187 1.03567
1.73693 1.02845
1.74199 1.02123
1.74705 1.014
1.75379 1.00678
1.76054 0.999562
1.7656 0.992341
1.77066 0.98512
1.77909 0.977899
1.78415 0.968271
1.79089 0.958643
1.79258 0.958643
1.79764 0.953829
1.80607 0.946608
1.81113 0.93698
1.81788 0.929759
1.82462 0.922538
1.83137 0.915317
1.83811 0.908096
1.84317 0.903282
1.84992 0.896061
1.85497 0.88884
1.86341 0.879212
1.87015 0.874398
1.8769 0.86477
1.88364 0.859956
1.89207 0.852735
1.89713 0.847921
1.90388 0.8407
1.90894 0.835886
1.914 0.828665
1.92074 0.823851
1.9258 0.819037
1.92917 0.814223
1.93592 0.809409
1.94266 0.804595
1.94772 0.797374
1.95447 0.79256
1.95953 0.785339
1.96627 0.780525
1.9747 0.773304
1.97976 0.76849
1.98482 0.761269
1.99157 0.756455
1.99663 0.754048
