#x Curve1
0.568218 1.15208
0.571429 1.13239
0.574639 1.13239
0.579454 1.14223
0.581059 1.16193
0.582665 1.18162
0.58427 1.22101
0.585875 1.23085
0.58748 1.28993
0.589085 1.31947
0.59069 1.34902
0.592295 1.3884
0.5939 1.41794
0.595506 1.46718
0.597111 1.48687
0.598716 1.51641
0.600321 1.54595
0.603531 1.57549
0.605136 1.58534
0.609952 1.59519
0.611557 1.57549
0.614767 1.5558
0.616372 1.53611
0.617978 1.51641
0.619583 1.49672
0.621188 1.42779
0.622793 1.4081
0.624398 1.3884
0.626003 1.35886
0.627608 1.31947
0.627608 1.31947
0.630819 1.26039
0.632424 1.21116
0.634029 1.20131
0.635634 1.16193
0.637239 1.14223
0.638844 1.12254
0.640449 1.10284
0.642055 1.08315
0.645265 1.08315
0.64687 1.0733
0.65008 1.08315
0.653291 1.11269
0.654896 1.17177
0.654896 1.17177
0.654896 1.17177
0.656501 1.27024
0.658106 1.30963
0.659711 1.33917
0.659711 1.33917
0.661316 1.41794
0.662921 1.47702
0.664526 1.50656
0.666132 1.56565
0.666132 1.56565
0.667737 1.64442
0.669342 1.68381
0.670947 1.71335
0.674157 1.77243
0.674157 1.77243
0.675762 1.82166
0.677368 1.8512
0.678973 1.8709
0.680578 1.88074
0.683788 1.88074
0.686998 1.88074
0.688604 1.8709
0.690209 1.84136
0.691814 1.82166
0.693419 1.80197
0.695024 1.77243
0.696629 1.72319
0.698234 1.68381
0.699839 1.66411
0.70305 1.59519
0.70305 1.59519
0.704655 1.51641
0.704655 1.51641
0.70626 1.45733
0.70626 1.45733
0.707865 1.39825
0.70947 1.37856
0.711075 1.35886
0.711075 1.35886
0.712681 1.28009
0.714286 1.25055
0.715891 1.20131
0.717496 1.17177
0.719101 1.14223
0.720706 1.11269
0.722311 1.06346
0.723917 1.02407
0.725522 1.00438
0.727127 0.99453
0.730337 0.984683
0.731942 0.974836
0.733547 0.974836
0.735152 0.99453
0.736758 1.01422
0.738363 1.02407
0.738363 1.02407
0.738363 1.02407
0.739968 1.17177
0.739968 1.17177
0.739968 1.17177
0.741573 1.29978
0.743178 1.33917
0.743178 1.33917
0.743178 1.33917
0.743178 1.33917
0.744783 1.49672
0.746388 1.52626
0.746388 1.52626
0.747994 1.67396
0.747994 1.67396
0.749599 1.75274
0.749599 1.75274
0.751204 1.8512
0.751204 1.8512
0.752809 1.90044
0.752809 1.90044
0.754414 2.0186
0.754414 2.0186
0.756019 2.06783
0.756019 2.06783
0.757624 2.12691
0.757624 2.12691
0.75923 2.22538
0.75923 2.22538
0.760835 2.32385
0.760835 2.32385
0.76244 2.40263
0.764045 2.42232
0.76565 2.47155
0.76565 2.47155
0.76886 2.55033
0.772071 2.60941
0.773676 2.61926
0.778491 2.6291
0.780096 2.61926
0.781701 2.58972
0.783307 2.57002
0.784912 2.54048
0.786517 2.52079
0.788122 2.49125
0.789727 2.44201
0.791332 2.39278
0.791332 2.39278
0.794543 2.30416
0.794543 2.30416
0.794543 2.30416
0.796148 2.19584
0.797753 2.14661
0.797753 2.14661
0.797753 2.14661
0.799358 2.03829
0.800963 1.98906
0.802568 1.96937
0.802568 1.96937
0.804173 1.89059
0.804173 1.89059
0.805778 1.80197
0.807384 1.74289
0.807384 1.74289
0.807384 1.74289
0.808989 1.63457
0.808989 1.63457
0.810594 1.56565
0.812199 1.47702
0.813804 1.46718
0.815409 1.4081
0.815409 1.4081
0.817014 1.30963
0.817014 1.30963
0.81862 1.22101
0.81862 1.22101
0.820225 1.13239
0.820225 1.13239
0.82183 1.06346
0.823435 1.01422
0.82504 0.964989
0.826645 0.905908
0.826645 0.905908
0.829856 0.846827
0.829856 0.846827
0.829856 0.846827
0.831461 0.846827
0.833066 0.866521
0.833066 0.866521
0.833066 0.866521
0.834671 1.02407
0.834671 1.02407
0.836276 1.11269
0.836276 1.11269
0.836276 1.11269
0.836276 1.11269
0.836276 1.11269
0.837881 1.29978
0.837881 1.29978
0.839486 1.34902
0.839486 1.34902
0.839486 1.34902
0.839486 1.34902
0.841091 1.56565
0.841091 1.56565
0.842697 1.67396
0.842697 1.67396
0.842697 1.67396
0.844302 1.75274
0.844302 1.75274
0.844302 1.75274
0.844302 1.75274
0.845907 1.94967
0.865169 3.77133
0.866774 3.82057
0.866774 3.82057
0.868379 3.89934
0.868379 3.89934
0.868379 3.89934
0.869984 4.07659
0.869984 4.07659
0.869984 4.07659
0.871589 4.21444
0.871589 4.21444
0.871589 4.21444
0.873194 4.37199
0.873194 4.37199
0.874799 4.59847
0.874799 4.59847
0.874799 4.59847
0.876404 4.71663
0.876404 4.71663
0.876404 4.71663
0.876404 4.71663
0.87801 4.91357
0.87801 4.91357
0.87801 4.91357
0.879615 5.02188
0.879615 5.02188
0.88122 5.15974
0.88122 5.15974
0.88122 5.15974
0.882825 5.21882
0.882825 5.21882
0.882825 5.21882
0.88443 5.26805
0.88443 5.26805
0.88443 5.26805
0.88443 5.26805
0.886035 5.51422
0.88764 5.56346
0.88764 5.56346
0.88764 5.56346
0.88764 5.56346
0.889246 5.7407
0.889246 5.7407
0.890851 5.85886
0.890851 5.85886
0.892456 5.97702
0.892456 5.97702
0.894061 6.03611
0.894061 6.03611
0.894061 6.03611
0.895666 6.14442
0.895666 6.14442
0.895666 6.14442
0.897271 6.3709
0.897271 6.3709
0.898876 6.47921
0.898876 6.47921
0.900482 6.53829
0.900482 6.53829
0.900482 6.53829
0.902087 6.72538
0.902087 6.72538
0.903692 6.82385
0.903692 6.82385
0.903692 6.82385
0.905297 6.94201
0.906902 7.02079
0.906902 7.02079
0.908507 7.08972
0.910112 7.15864
0.910112 7.15864
0.910112 7.15864
0.910112 7.15864
0.911717 7.2965
0.913323 7.40481
0.914928 7.4442
0.914928 7.4442
0.916533 7.54267
0.916533 7.54267
0.918138 7.6116
0.919743 7.64114
0.921348 7.68053
0.921348 7.68053
0.922953 7.76915
0.924559 7.78884
0.926164 7.81838
0.927769 7.87746
0.929374 7.89716
0.930979 7.907
0.935795 7.89716
0.939005 7.88731
0.939005 7.88731
0.94061 7.82823
0.942215 7.80853
0.942215 7.80853
0.94382 7.71991
0.945425 7.74945
0.945425 7.74945
0.94703 7.67068
0.948636 7.64114
0.950241 7.5919
0.950241 7.5919
0.951846 7.53282
0.951846 7.53282
0.953451 7.42451
0.955056 7.40481
0.955056 7.40481
0.956661 7.34573
0.956661 7.34573
0.958266 7.27681
0.959872 7.22757
0.959872 7.22757
0.961477 7.18818
0.961477 7.18818
0.963082 7.04048
0.964687 6.9814
0.964687 6.9814
0.966292 6.88293
0.966292 6.88293
0.967897 6.8337
0.967897 6.8337
0.967897 6.8337
0.969502 6.686
0.969502 6.686
0.971108 6.65646
0.972713 6.56783
0.974318 6.53829
0.975923 6.45952
0.975923 6.45952
0.977528 6.36105
0.977528 6.36105
0.979133 6.2035
0.979133 6.2035
0.980738 6.12473
0.980738 6.12473
0.982343 6.04595
0.983949 6.01641
0.983949 6.01641
0.985554 5.93764
0.985554 5.93764
0.987159 5.7407
0.987159 5.7407
0.988764 5.71116
0.990369 5.63239
0.990369 5.63239
0.991974 5.593
0.993579 5.46499
0.993579 5.46499
0.995185 5.38621
0.995185 5.38621
0.99679 5.30744
0.998395 5.23851
0.998395 5.23851
1 5.16958
1.00161 5.1105
1.00321 5.04158
1.00482 4.94311
1.00482 4.94311
1.00803 4.87418
1.00963 4.75602
1.00963 4.75602
1.01124 4.67724
1.01124 4.67724
1.01284 4.58862
1.01445 4.54923
1.01605 4.44092
1.01605 4.44092
1.01766 4.40153
1.01926 4.31291
1.02087 4.29322
1.02247 4.25383
1.02568 4.1849
1.02568 4.1849
1.02729 4.10613
1.02889 4.06674
1.0305 4.02735
1.0321 3.96827
1.0321 3.96827
1.03531 3.8895
1.03692 3.85996
1.03852 3.79103
1.04173 3.77133
1.04334 3.7221
1.04494 3.68271
1.04655 3.64333
1.04976 3.62363
1.05136 3.58425
1.05618 3.51532
1.05939 3.49562
1.0626 3.46608
1.06581 3.43654
1.06742 3.41685
1.07063 3.39716
1.07223 3.36761
1.07544 3.32823
1.07865 3.30853
1.08347 3.26915
1.08828 3.23961
1.08989 3.21991
1.0931 3.20022
1.0947 3.17068
1.09631 3.15098
1.09952 3.13129
1.10112 3.1116
1.10273 3.08206
1.10754 3.04267
1.10915 3.01313
1.11236 2.9442
1.11717 2.91466
1.11878 2.88512
1.12039 2.84573
1.12199 2.82604
1.12681 2.78665
1.13002 2.73742
1.13002 2.73742
1.13162 2.68818
1.13483 2.66849
1.13644 2.61926
1.13804 2.58972
1.14125 2.54048
1.14286 2.51094
1.14607 2.49125
1.14767 2.46171
1.14928 2.41247
1.15249 2.38293
1.15409 2.35339
1.1557 2.32385
1.1573 2.30416
1.15891 2.27462
1.16212 2.24508
1.16372 2.22538
1.16693 2.17615
1.16854 2.14661
1.17175 2.11707
1.17335 2.08753
1.17496 2.05799
1.17817 2.03829
1.18138 2.0186
1.18299 1.98906
1.18459 1.95952
1.1862 1.93982
1.18941 1.92013
1.19101 1.90044
1.19422 1.88074
1.19743 1.86105
1.19904 1.83151
1.20225 1.81182
1.20385 1.80197
1.20546 1.79212
1.20867 1.77243
1.21027 1.76258
1.21509 1.74289
1.2199 1.73304
1.22311 1.71335
1.22953 1.71335
1.23435 1.7035
1.24077 1.69365
1.24719 1.69365
1.25201 1.69365
1.25682 1.69365
1.26164 1.69365
1.26806 1.69365
1.27448 1.68381
1.2809 1.67396
1.28732 1.66411
1.29374 1.66411
1.29695 1.65427
1.30016 1.64442
1.30498 1.62473
1.30819 1.60503
1.3114 1.58534
1.31782 1.57549
1.32424 1.5558
1.32745 1.52626
1.33066 1.50656
1.33547 1.48687
1.34029 1.45733
1.3435 1.44748
1.3451 1.42779
1.34831 1.41794
1.35152 1.3884
1.35634 1.36871
1.35955 1.34902
1.36276 1.32932
1.36758 1.30963
1.37239 1.28009
1.3756 1.27024
1.38202 1.25055
1.38523 1.21116
1.39005 1.20131
1.39326 1.18162
1.39807 1.16193
1.40128 1.15208
1.4061 1.14223
1.41091 1.11269
1.41573 1.093
1.42215 1.0733
1.42857 1.06346
1.43499 1.04376
1.43981 1.03392
1.44462 1.03392
1.45104 1.02407
1.45586 1.02407
1.45907 1.02407
1.46709 1.02407
1.47673 1.02407
1.48475 1.02407
1.48957 1.02407
1.49759 1.03392
1.50562 1.03392
1.51204 1.02407
1.52006 1.03392
1.52809 1.02407
1.53451 1.03392
1.54093 1.01422
1.54735 1.01422
1.55056 1.01422
1.55698 1.01422
1.5634 1.00438
1.56661 1.00438
1.57143 0.99453
1.57624 0.974836
1.57945 0.974836
1.58266 0.964989
1.58748 0.964989
1.5923 0.955142
1.59711 0.945295
1.60193 0.935449
1.60674 0.925602
1.60995 0.925602
1.61477 0.915755
1.62119 0.896061
1.626 0.886214
1.63082 0.876368
1.63563 0.866521
1.64045 0.856674
1.64848 0.846827
1.65329 0.83698
1.65971 0.817287
1.66292 0.80744
1.67095 0.80744
1.67897 0.787746
1.68379 0.777899
1.6886 0.768053
1.69663 0.758206
1.70144 0.748359
1.70947 0.738512
1.71589 0.728665
1.72231 0.718818
1.72873 0.718818
1.73515 0.708972
1.74478 0.699125
1.75281 0.699125
1.76083 0.689278
1.77207 0.699125
1.77689 0.699125
1.7817 0.689278
1.78652 0.679431
1.78973 0.679431
1.79936 0.679431
1.80578 0.669584
1.81059 0.669584
1.81701 0.659737
1.82022 0.659737
1.82504 0.659737
1.82986 0.649891
1.83467 0.659737
1.84109 0.649891
1.85233 0.640044
1.86035 0.640044
1.86517 0.640044
1.86998 0.630197
1.8764 0.630197
1.88122 0.630197
1.89085 0.610503
1.89727 0.610503
1.90369 0.610503
1.91172 0.610503
1.91814 0.600656
1.92616 0.600656
1.93579 0.600656
1.94222 0.59081
1.94864 0.59081
1.95506 0.59081
1.95666 0.580963
1.96308 0.580963
1.96629 0.571116
1.97111 0.571116
1.97913 0.561269
1.98395 0.561269
1.98876 0.561269
1.99358 0.551422
1.99518 0.551422
2 0.551422
2.00161 0.561269
